Name,Field_API_Name__c,Test_Config__c,Field_Description__c,Field_Value__c,Picklist_Order__c,Value_Category__c
ResourceGuardingP2TN__seemed_nervous,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,"Crouched posture, tail down/tucked. Might have watched people in room while chewing. Might have flinched, turned to look at hand or stopped chewing when touched. No guarding behavior.",Chewed but seemed nervous,3,1
ResourceGuardingP2TN_Left_bowl,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left chew to interact with tester,2,1
ResourceGuardingP2TN_Motivated_to_eat,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,"Pushed against Assess-a-Hand, hunkered over chew, body blocked. picked up chew and moved away and/or chewed more quickly but did not escalate. No aggression.",Motivated to chew-not stiff/rigid,4,1
ResourceGuardingP2TN_rigidno_escalation,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,"Gave hard stare fri hunkered down over chew, body blocked, and/or chewed more quickly but did not escalate when pushed.",Became stiff rigid—no escalation,6,2
ResourceGuardingP2TN_Stopped_eating,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,"Shrank away from the chew or Assess-a-Hand. Exhibited moderate to extreme fear tucked tail, trembled, flinched, yelped/cried, urinated and/or tried to run away).",Stopped chewing-fearful,5,2
ResourceGuardingP2TN_rigidthreatened,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,"Lifted lip or growled. May have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
ResourceGuardingP2TN_rigid—bit,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid-bit,8,3
ResourceGuardingP2TN_Not_interested,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,Dog wasn’t afraid but did not chew. [Re-evaluate],Not interested,10,4
ResourceGuardingP2TN_Too_fearful,Resource_Guarding_P2_Touch_Neck__c,Resource_Guarding_P2_TN,Dog was afraid in general and did not chew. [Re-evaluate],Too fearful,9,4
ResourceGuardingP2TF__relaxed,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,"Chewed at the same pace, looked at tester or hand and/or moved away from chew.",Remained relaxed,1,1
ResourceGuardingP2TF__seemed_nervous,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,"Crouched posture, tail down/tucked. Might have watched people in room while chewing. Might have flinched, turned to look at hand or stopped chewing when touched. No guarding behavior.",Chewed but seemed nervous,3,1
ResourceGuardingP2TF_Left_bowl,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,May have licked or playfully nipped at the Assess-a-Hand or tester.,Left chew to interact with tester,2,1
ResourceGuardingP2TF_Motivated_to_eat,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,"Pushed against Assess-a-Hand, hunkered over chew, body blocked. picked up chew and moved away and/or chewed more quickly but did not escalate. No aggression.",Motivated to chew-not stiff/rigid,4,1
ResourceGuardingP2TF_rigidno_escalation,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,"Gave hard stare fri hunkered down over chew, body blocked, and/or chewed more quickly but did not escalate when pushed.",Became stiff rigid—no escalation,6,2
ResourceGuardingP2TF_Stopped_eating,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,"Shrank away from the chew or Assess-a-Hand. Exhibited moderate to extreme fear tucked tail, trembled, flinched, yelped/cried, urinated and/or tried to run away).",Stopped chewing-fearful,5,2
ResourceGuardingP2TF_rigidthreatened,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,"Lifted lip or growled. May have raised hackles and/or gave ""hard eye"".",Became stiff/rigid-threatened,7,3
ResourceGuardingP2TF_rigid—bit,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,Tried to bite or bit the Assess-a-Hand. May have chased after tester.,Became stiff/rigid-bit,8,3
ResourceGuardingP2TF_Not_interested,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,Dog wasn’t afraid but did not chew. [Re-evaluate],Not interested,10,4
ResourceGuardingP2TF_Too_fearful,Resource_Guarding_P2_Touch_Face__c,Resource_Guarding_P2_TF,Dog was afraid in general and did not chew. [Re-evaluate],Too fearful,9,4
Same_Sex_P1_Friendly,Same_Sex_P1__c,Same_Sex_1,"Approached barrier, displayed playful or confident body language. Body relaxed.",Friendly,1,1
Same_Sex_P1_Nervous_fearful,Same_Sex_P1__c,Same_Sex_1,"Did not approach or attempt to leave. Head low, tail low/tucked, ears back.",Nervous/fearful,4,1
Same_Sex_P1_Neutral,Same_Sex_P1__c,Same_Sex_1,"Neutral body posture. Not friendly, aggressive or fearful. Body relaxed. May have approached or just watched the helper dog.",Neutral,3,1
Same_Sex_P1_Submiss,Same_Sex_P1__c,Same_Sex_1,"Approached and assumed submissive but not fearful posture (head low, low tail wag, ears back, lick lips or nuzzle, lift paw, may have submissive urinated).",Submissive,2,1
Same_Sex_P1_Predatory,Same_Sex_P1__c,Same_Sex_1,"Approached, showing predatory, stalking behavior (slow movements, rigid body, hard direct stare. lowered body, may have reacted to quick movements). Tracked movement of helper dog. Exercised caution during following subtests.",Predatory,7,2
Same_Sex_P1_Tense_assertive,Same_Sex_P1__c,Same_Sex_1,"Approached and displayed confident posture-ears up, tail up and stiff Might have barked at dog. Might have growled a little but did not escalate. Exercised caution during following subtests.",Tense/assertive,5,2
Same_Sex_P1_Very_intense,Same_Sex_P1__c,Same_Sex_1,"Approached, very focused. Jumped, lunged, pawed, barked or whined. Exercised caution during following subtests",Very intense/aroused,6,2
Same_Sex_P1_Became_aggressive,Same_Sex_P1__c,Same_Sex_1,"When In close proximity, growled, showed teeth, snarled or snapped. DO NOT PROCEED WITH DOG INTERACTION TESTS.",Became aggressive,8,3
Same_Sex_P1_Extremely_fearf_Fear,Same_Sex_P1__c,Same_Sex_1,Too anxious to pay attention to helper dog. [Re-evaluate],Extremely fearful,10,4
Same_Sex_P1_N_Inter,Same_Sex_P1__c,Same_Sex_1,Ignored helper dog. Not fearful. [Re-evaluate],No interest,9,4
Same_Sex_P2_Friendly,Same_Sex_P2__c,Same_Sex_2,Looked at or moved toward dog. Displayed playful or confident body language.,Friendly,1,1
Same_Sex_P2_Nervous_fearful,Same_Sex_P2__c,Same_Sex_2,"Did not approach or attempted to leave. Head low, tail low/tucked, ears back.",Nervous/fearful,4,1
Same_Sex_P2_Neutral,Same_Sex_P2__c,Same_Sex_2,"Not friendly, submissive, aggressive or fearful. Neutral but showed interest in helper dog. May have approached to investigate or just watch do",Neutral,3,1
Same_Sex_P2_Submiss,Same_Sex_P2__c,Same_Sex_2,"Looked at or moved toward dog. Assumed submissive but not fearful posture (head low, low tail wag, ears back, licked lips or nuzzled, lifted paw, may have submissive urinated).",Submissive,2,1
Same_Sex_P2_Predatory,Same_Sex_P2__c,Same_Sex_2,"Approached, showing predatory, stalking behavior (slow movements, rigid body, hard direct stare. lowered body, may have reacted to quick movements). Tracked movement of helper dog. Exercised caution during following subtests.",Predatory,7,2
Same_Sex_P2_Tense_assertive,Same_Sex_P2__c,Same_Sex_2,"When in close proximity, displayed confident posture-ears up. tail up and stiff. Might have barked at dog. Might have growled a little but did not escalate. Exercised caution during greet test.",Tense/assertive,5,2
Same_Sex_P2_Very_intense,Same_Sex_P2__c,Same_Sex_2,"Approached, very excited. Jumped, lunged, pawed, barked or whined. Showed unruly behavior. Exercised caution during greet test.",Very intense/aroused,6,2
Same_Sex_P2_Became_aggressive,Same_Sex_P2__c,Same_Sex_2,"Pulled or lunged toward helper dog and growled, showed teeth, snarled or snapped. DO NOT PROCEED WITH GREET TEST.",Became aggressive,8,3
Same_Sex_P2_Extremely_fearf_Fear,Same_Sex_P2__c,Same_Sex_2,Too anxious to pay attention to helper dog. [Re-evaluate],Extremely fearful,9,4
Same_Sex_P2_N_Inter,Same_Sex_P2__c,Same_Sex_2,Ignored helper dog. Not fearful. [Re-evaluate],No interest,10,4
Same_Sex_P3_Defens,Same_Sex_P3__c,Same_Sex_3,"Friendly or neutral but growled or snapped appropriately in response to helper dog's pushy, inappropriate, rambunctious of rude behavior.",Defensive,7,1
Same_Sex_P3_Greeted_friendly,Same_Sex_P3__c,Same_Sex_3,"Wagged, sniffed, licked, relaxed body. Might have play bowed, bounced around and/or playfully mouthed dog.",Greeted-friendly,1,1
Same_Sex_P3_Greeted_neutral_Neut,Same_Sex_P3__c,Same_Sex_3,"Relaxed, neutral body language. May have sniffed. Permitted helper dog to sniff. May have moved away",Greeted-neutral,3,1
Same_Sex_P3_Greeted_sexual_Behavior,Same_Sex_P3__c,Same_Sex_3,"Playful, flirty courtship (play bow, ears pinned back paw sniff muzzle and genitalia). May have mounted and thrusted.",Greeted-sexual behavior,4,1
Same_Sex_P3_Greeted_submissive,Same_Sex_P3__c,Same_Sex_3,"Assumed submissive but not fearful posture (head low, low tail wag, ears back, licked lips, nuzzled, lifted paw, submissively urinated).",Greeted-submissive,2,1
Same_Sex_P3_Nervous_fearful_Fear,Same_Sex_P3__c,Same_Sex_3,"Head low, tail low/tucked, ears back, may have sniffed but little or no interaction,",Nervous/fearful,6,1
Same_Sex_P3_Pus_Rela,Same_Sex_P3__c,Same_Sex_3,"Confident, assertive postures (tail up ears forward, may have had hackles up). Body stiff. When in close proximity, relaxed and interacted",Pushy-relaxed,5,1
Same_Sex_P3_poo_React,Same_Sex_P3__c,Same_Sex_3,Helper dog was afraid or avoidant. [Re-evaluate with another helper dog],Elicited poor reaction from helper dog,10,2
Same_Sex_P3_Pushy_not_Relaxed,Same_Sex_P3__c,Same_Sex_3,"Confident stiff, assertive posture (tail up, ears forward, may have had hackles up). In close proximity, stayed tense but didn't growl, showed teeth or tried to bite",Pushy-does not relax,8,2
Same_Sex_P3_Very_Intense_Aroused,Same_Sex_P3__c,Same_Sex_3,"Pushy, inappropriate, rambunctious and rude (whined, pawed, barked, did chin over, body slammed or climbed on helper dog). Excited but not aggressive",Very intense/aroused,9,2
Same_Sex_P3_Charges_aggressive,Same_Sex_P3__c,Same_Sex_3,"Rushed toward dog and then growled, showed teeth, Snapped, snarled, bit, bit and holds and/or bit and shook,",Charges-aggressive,13,3
Same_Sex_P3_Neutral_then_Aggressive,Same_Sex_P3__c,Same_Sex_3,"Neutral or fearful body language at first then growled, showed teeth, snapped, snarled or bit.","Neutral, nervous/fearful or friendly-then aggressive",12,3
Same_Sex_P3_Predatory_aggressive,Same_Sex_P3__c,Same_Sex_3,"Showed eye or eye-stalk behavior (rigid body, hard direct stare, lowered body slow movements). Approached and then bit, held and/or shook May have been completely silent or whined/screamed excitedly before approaching",Predatory-aggressive,14,3
Same_Sex_P3_Pushy_aggressive,Same_Sex_P3__c,Same_Sex_3,"Confident, stiff, assertive postures (tail up, ears forward, may have had hackles up). May have jumped up on dog, chin or stood over or mounted. When in close proximity, showed teeth, growled, snarled or bit. May have attacked in response to ""rude"" behavi",Pushy-aggressive,11,3
Same_Sex_Fear,Same_Sex_P3__c,Same_Sex_3,Was too anxious to pay attention to helper dog. (Re-evaluate],Fearful,15,4
Same_Sex_P3_Distracted_by_Muzzle,Same_Sex_P3__c,Same_Sex_3,Too distracted to exhibit natural behavior. [Re-evaluate],Distracted by muzzle,16,4
Same_Sex_P3_No_Interest,Same_Sex_P3__c,Same_Sex_3,No reaction to helper dog. Not fearful. [Re-evaluate],No interest,17,4
Scolding_Person_P1_Approached_friend,Scolding_Person_P1__c,Scolding_Person_1,"Moved toward tester to greet (tail wagging or hanging naturally, ears forward/relaxed). Might have jumped up on tester. Might have showed submissive body language. Might have flinched when tester moved to strike.",Approached-friendly,1,1
Scolding_Person_P1_Avoided_Nervous,Scolding_Person_P1__c,Scolding_Person_1,"Backed away. May have flinched when tester moved to strike but did not panic, shut down or attempt to escape.",Avoided tester-nervous or mildly fearful,4,1
Scolding_Person_P1_DNA_Nervous,Scolding_Person_P1__c,Scolding_Person_1,"Ears back, tail down/tucked, crouched posture. Might have wagged. licked lips or yawned, rolled over or flinched when tester moved to strike.",Did not approach or avoid-nervous or mildly fearful,3,1
Scolding_Person_P1_DNA_Not_Afraid,Scolding_Person_P1__c,Scolding_Person_1,"Looked at tester and/or handler. Tail wagged or hung naturally, ears forward/relaxed. Might have stayed put or moved around room. Might have flinched when tester moved to strike.",Did not approach or avoid-not afraid,2,1
Scolding_Person_P1_Unresponsive,Scolding_Person_P1__c,Scolding_Person_1,Oblivious. No reaction to tester. Not fearful or only mildly fearful.,Unresponsive,5,1
Scolding_Person_P1_Moderate_Fear,Scolding_Person_P1__c,Scolding_Person_1,"Persistently avoided tester or cowered. Ears back, eyes wide, tail down. Might have trembled. Might have barked or growled and retreated. Did not escalate.",Moderately fearful,6,2
Scolding_Person_P1_Became_Aggressi,Scolding_Person_P1__c,Scolding_Person_1,"Snapped at or bit the tester. Stiff/rigid body. Might have showed teeth, growled or snarled before/after bite attempt.",Became aggressive,9,3
Scolding_Person_P1_Extremel_Fearf,Scolding_Person_P1__c,Scolding_Person_1,Might have froze or cowered in response to the tester. Might have tried to escape or hide. Might have been catatonic/shut down.,Extremely fearful,7,3
Scolding_Person_P1_Redirect,Scolding_Person_P1__c,Scolding_Person_1,Turned and bit or tried to bite handler.,Redirects,10,3
Scolding_Person_P1_Threatened,Scolding_Person_P1__c,Scolding_Person_1,"Barked in a threatening manner, growled and lunged toward tester. Did not snap or bite.",Threatened,8,3
Scolding_Person_P1_Too_fearful,Scolding_Person_P1__c,Scolding_Person_1,Dog was already extremely fearful. May have been catatonic/shut down or panicked. Tester opted to skip subtest.,Too fearful-subtest was not done,11,4
Scolding_Person_P2_Approach_Friendly,Scolding_Person_P2__c,Scolding_Person_2,"May have licked, wagged or climbed into tester's lap.",Approached-friendly,1,1
Scolding_Person_P2_Approached_mild,Scolding_Person_P2__c,Scolding_Person_2,Dog was wary but approached or accepted interaction. May have hesitated before approach.,Approached-mildly fearful,2,1
Scolding_Person_P2_DNA_Friendly,Scolding_Person_P2__c,Scolding_Person_2,Was not fearful or only mildly fearful.,Did not approach-friendly or neutral,3,1
Scolding_Person_P2_Moderate_Fear,Scolding_Person_P2__c,Scolding_Person_2,Tried to avoid tester. Previously social.,Moderately fearful,5,2
Scolding_Person_P2_Unresponsive,Scolding_Person_P2__c,Scolding_Person_2,No reaction to tester. Did not interact at all.,Unresponsive,4,2
Scolding_Person_P2_B_Aggressive,Scolding_Person_P2__c,Scolding_Person_2,"Growled, showed teeth, snarled, snapped, attempted to bite or bit the tester.",Became aggressive,7,3
Scolding_Person_P2_Extremel_Fear,Scolding_Person_P2__c,Scolding_Person_2,"Little to no social behavior. Might have quivered, cowered, froze or tried to escape/hide. Might have been in a catatonic state.",Extremely fearful,6,3
Scolding_Person_P2_Too_fearful,Scolding_Person_P2__c,Scolding_Person_2,Dog was already extremely fearful. May have been catatonic/shut down or panicked. Tester opted to skip subtest.,Too fearful-subtest not done,8,4
SocialBehaviorP1_Approached__Friendly,Social_Behavior_P1__c,Social_Behavior_P1,Displayed confident body language. May have jumped up and licked or mouthed tester.,Approached tester readily-friendly,1,1
SocialBehaviorP1_Approached_Distracted,Social_Behavior_P1__c,Social_Behavior_P1,"Before or after greeting, explored, urine marked, sniffed, etc. Not fearful.",Approached tester—but distracted by environment,3,1
SocialBehaviorP1_Approached_mildly_fea,Social_Behavior_P1__c,Social_Behavior_P1,"May have hesitated before approach. Ears back, body low/crouched, tail down or tucked, may have panted, licked lips, yawned and/or trembled.",Approached tester-mildly fearful,4,1
SocialBehaviorP1_Approached_Submissive,Social_Behavior_P1__c,Social_Behavior_P1,"Assumed submissive but not fearful posture (ears back, low tail wag, may have licked lips, may have lifted paw or pawed tester, may have submissive urinated).",Approached tester readily—submissive,2,1
SocialBehaviorP1_Did_not_approach_dist,Social_Behavior_P1__c,Social_Behavior_P1,"Wandered off to explore, urine marked, sat or layed down alone or was distracted by sights, sounds, smells In the room. Showed no interest in Interacting with people.",Did not approach tester-distracted by environment,5,2
SocialBehaviorP1_Did_not_approach_mode,Social_Behavior_P1__c,Social_Behavior_P1,"Ears back, body low/crouched, tail down or tucked, might have panted, licked lips trembled, yawned, and/or trembled. Might have exhibited some social behavior.",Did not approach tester-moderately fearful,7,2
SocialBehaviorP1_Frenetic_movement,Social_Behavior_P1__c,Social_Behavior_P1,"Disorganized, hyperactive behavior. May have whined or barked.",Frenetic movement,6,2
SocialBehaviorP1_Became_aggressive,Social_Behavior_P1__c,Social_Behavior_P1,"Growled, showed teeth, snapped, snarled, attempted to bite or bit tester.",Became aggressive,9,3
SocialBehaviorP1_Did_not_approach_extr,Social_Behavior_P1__c,Social_Behavior_P1,"Might have panicked and attempted to hide or escape from the room. Might have been in a catatonic state: expressionless, motionless, gone to ""happy place."" Little to no social behavior.",Did not approach tester-extremely fearful,8,3
SocialBehaviorP2_Approached_friendly,Social_Behavior_P2_2__c,Social_Behavior_P2,Displayed confident body language. May have jumped up and licked or mouthed tester.,Approached tester readily-friendly,1,1
SocialBehavP2_Approached_distracted,Social_Behavior_P2_2__c,Social_Behavior_P2,"Before or after greeting, explored, urine marked, sniffed, etc. Not fearful.",Approached tester-but distracted by environment,3,1
SocialBehavP2_Approached_mildly_fea,Social_Behavior_P2_2__c,Social_Behavior_P2,"May have hesitated before approach. Ears back, body low/crouched, tail down or tucked, may have panted, licked lips, yawned and/or trembled.",Approached tester-mildly fearful,4,1
SocialBehavP2_Approached_submissive,Social_Behavior_P2_2__c,Social_Behavior_P2,"Assumed submissive but not fearful posture (ears back, low tail wag, may have licked lips, may have lifted paw or pawed tester, may have submissive urinated).",Approached tester readily submissive,2,1
SocialBehavP2_Did_not_approach_dist,Social_Behavior_P2_2__c,Social_Behavior_P2,"Wandered off to explore, urine marked, sat or layed down alone or was distracted by sights, sounds, smells In the room. Showed no interest in Interacting with people.",Did not approach tester-distracted by environment,5,2
SocialBehavP2_Did_not_approach_extr,Social_Behavior_P2_2__c,Social_Behavior_P2,"Might have panicked and attempted to hide or escape from the room. Might have been in a catatonic state: expressionless, motionless, gone to ""happy place."" Little to no social behavior.",Approached tester-stiff and rigid,8,2
SocialBehavP2_Did_not_approach_mode,Social_Behavior_P2_2__c,Social_Behavior_P2,"Ears back, body low/crouched, tail down or tucked, might have panted, licked lips trembled, yawned, and/or trembled. Might have exhibited some social behavior.",Looked at the people but did not approach-moderately fearful,7,2
SocialBehavP2_Frenetic_movement,Social_Behavior_P2_2__c,Social_Behavior_P2,"Disorganized, hyperactive behavior. May have whined or barked.",Frenetic movement,6,2
SocialBehavP2_Became_aggressive,Social_Behavior_P2_2__c,Social_Behavior_P2,"Growled, showed teeth, snapped, snarled, attempted to bite or bit tester.",Became aggressive,10,3
SocialBehavP2_Did_not__tester,Social_Behavior_P2_2__c,Social_Behavior_P2,"Might have panicked and attempted to hide or escape from room. Might have been in a catatonic state: expressionless, motionless, gone to ""happy place."" Little to no social behavior. ",Did not approach tester-extremely fearful,9,3
TagTest_Did_not_play_but_followed,Tag_Test__c,Tag_Test,"Watched tester. Might have solicited contact. Soft, friendly body language. May have wagged or pawed at tester.",Did not play but followed,2,1
TagTest_Played_with_tester,Tag_Test__c,Tag_Test,"Bouncy movements, play face, relaxed body. Might have play bowed. jumped up or mouthed tester gently.",Played with tester,1,1
TagTest_Unrevedistracted_by_envi,Tag_Test__c,Tag_Test,Might have approached when tester stops moving,Unresponsive-distracted by environment,4,1
TagTest_Watched_testerdid_not_follow,Tag_Test__c,Tag_Test,"Might have appeared confused, uncertain or mildly fearful. Might have approached tester when she stopped moving.",Watched tester-did not follow,3,1
TagTest_Highly_aroused,Tag_Test__c,Tag_Test,"Joined the chase, with plenty of jumping up and physical contact. Behavior may have been accompanied by tugging on the leash, grabbing the handlers clothes or mouthing the handler with moderate to hard pressure",Highly aroused,6,2
TagTest_Moderately_fearful,Tag_Test__c,Tag_Test,"Tried to move away or hide. Tucked tail, trembled, panted, flinched, froze or cowered. May have shown some social behavior. Tester chose to stop after 1"" tag attempt.",Moderately fearful,5,2
TagTest_Became_aggressive,Tag_Test__c,Tag_Test,Attempted to bite or bit tester.,Became aggressive,9,3
TagTest_Extremely_fearful,Tag_Test__c,Tag_Test,"In a blind panic, repeatedly tried to escape or became catatonic/shut down. Might have trembled and/or cowered. Little to no social behavior. STOPPED AFTER 1ST TAG ATTEMPT.",Extremely fearful,7,3
TagTest_Threatened,Tag_Test__c,Tag_Test,"Rigid/stiff and stared with a hard eye, growed showed teeth, snarled, or barked in a threatening way. Might have chased after tester (not playfully). Became aggressive. Attempted to bite or bit tester.",Threatened,8,3
TagTest_Too_fearful,Tag_Test__c,Tag_Test,Dog was already extremely fearful. May have been catatonic/shut down or panicked. Tester opted to skip subtest. ,Too fearful-subtest not done,10,4
ToddlerDollP1_Avoided_doll,Toddler_Doll_P1__c,Toddler_Doll_1,Moved away and stayed away. Might have appeared mildly fearful.,Avoided doll,4,1
ToddlerDollP1_Greeted,Toddler_Doll_P1__c,Toddler_Doll_1,"Tail wagged or hung naturally, body appeared relaxed. Might have shown submissive body language. Might have approached to sniff, nudge or lick doll. Might have continued to interact with doll or moved away.",Greeted or looked at doll-friendly,1,1
ToddlerDollP1_Nervous_but_investigated,Toddler_Doll_P1__c,Toddler_Doll_1,"Mildly fearful ears back, tail down/tucked, crouched posture) but interacted in a friendly or neutral manner. May have been initially hesitant to approach. May have avoided after greeting.",Nervous but investigated,3,1
ToddlerDollP1_Playful,Toddler_Doll_P1__c,Toddler_Doll_1,"Engaged in play behavior (play bit, jumped up, play bowed, etc.) Body was loose, bouncy and relaxed. Behaved as though doll were a real child.",Playful,2,1
ToddlerDollP1_High_arousal,Toddler_Doll_P1__c,Toddler_Doll_1,"Highly rambunctious and aroused. Rushed in without hesitation. May have engaged in highly aroused play behavior. May have play bit, knocked over, mounted, grabbed or tugged on doll. Tester cannot determine if dog thought doll was a toy or not.",High arousal,5,2
ToddlerDollP1_Moderately_afraid,Toddler_Doll_P1__c,Toddler_Doll_1,"Tried to escape, hid behind tester, raised hackles, and/or trembled. Might have crouched/cowered. Did not panic or become catatonic.",Moderately afraid of doll,7,2
ToddlerDollP1_Mounted,Toddler_Doll_P1__c,Toddler_Doll_1,"Displayed sexual behavior towards doll. May have clasped doll with front legs, may have thrusted.",Mounted or humped doll-sexual behavior,6,2
ToddlerDollP1_Became_aggressive,Toddler_Doll_P1__c,Toddler_Doll_1,"Moved forward to bite doll. Body posture was stiff/rigid. Might have bitten without warning or threatened before/after biting (showed teeth, growled and/or snarled).",Became aggressive-offensive,10,3
ToddlerDollP1_Extremely_fearful,Toddler_Doll_P1__c,Toddler_Doll_1,"Panicked or became catatonic/shut down. Might have tried to escape, raised hackles, urinated, defecated and/or expressed anal glands.",Extremely fearful,8,3
ToddlerDollP1_Threateneddefensive,Toddler_Doll_P1__c,Toddler_Doll_1,"Barked (threatening or spook bark), growled, showed teeth and/or muzzle punched doll. Might have crouched/cowered, trembled and/or hid behind tester",Threatened-defensive,9,3
ToddlerDollP1_Not_fooled_by_doll,Toddler_Doll_P1__c,Toddler_Doll_1,Behaved as though doll is an inanimate object. Might have treated the doll like a toy. No social behavior was directed toward doll.,Not fooled by doll,11,4
ToddlerDollP1_Too_fearfulsubtest_not,Toddler_Doll_P1__c,Toddler_Doll_1,Dog was already extremely fearful. May have been catatonic/shut down or panicked. Tester opted to skip subtest.,Too fearful-subtest not done,12,4
ToddlerDollP2_Ignored_doll,Toddler_Doll_P2__c,Toddler_Doll_2,Not fearful. Might have interacted with tester or sniffed ground/looked around room. Acted as if doll were a real child during previous test.,Ignored doll,2,1
ToddlerDollP2_Relaxed,Toddler_Doll_P2__c,Toddler_Doll_2,"Sniffed, licked or looked at doll and did not seem at all nervous. Might have wagged or pawed at doll.",Relaxed-interacted with doll,1,1
ToddlerDollP2_Tried_to_get_away,Toddler_Doll_P2__c,Toddler_Doll_2,"Mildly fearful. Ears back, tail down.",Tried to get away,4,1
ToddlerDollP2_Uncomfortable,Toddler_Doll_P2__c,Toddler_Doll_2,"Seemed a little nervous when trapped but stayed put as doll ""hugged.""",Uncomfortable-didn't try to get away,3,1
ToddlerDollP2_Moderately_fearful,Toddler_Doll_P2__c,Toddler_Doll_2,"Body tensed, eyes wide. Might have given the doll hard stare. May have stayed frozen or attempted to get away from doll as it ""hugged.""",Moderately fearful,6,2
ToddlerDollP2_Mounted,Toddler_Doll_P2__c,Toddler_Doll_2,"Displayed sexual behavior towards doll. May have clasped doll with front legs, may have thrusted.",Mounted or humped doll-sexual behavior,5,2
ToddlerDollP2_Became_aggressive,Toddler_Doll_P2__c,Toddler_Doll_2,"Showed teeth, growled, snarled, snapped or bit doll. Might have waited until doll walked away to bite.",Became aggressive,9,3
ToddlerDollP2_Extremely_fearful,Toddler_Doll_P2__c,Toddler_Doll_2,"Might have panicked and attempted to escape from the room. Might have urinated, defecated and/or expressed anal glands. Might have been in a catatonic state: expressionless, motionless, gone to ""happy place.""",Extremely fearful,7,3
ToddlerDollP2_Threatened,Toddler_Doll_P2__c,Toddler_Doll_2,"Lunged forward, barked or muzzle punched doll. Might have chased doll and barked/snapped as it retreated.",Threatened,8,3
ToddlerDollP2_Not_fooled_by_doll,Toddler_Doll_P2__c,Toddler_Doll_2,Behaved as though doll was an inanimate object. Might have treated doll like toy. No social behavior directed toward doll.,Not fooled by doll,10,4
ToddlerDollP2_Too_fearfulsubtest_not,Toddler_Doll_P2__c,Toddler_Doll_2,Dog was already extremely fearful. May have been catatonic/shut down or panicked. Tester opted to skip subtest.,Too fearful-subtest not done,11,4
UnPleasantTouch_Did_not_pull_away,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,,Did not pull away,3,0
UnPleasantTouch_Jerked_away,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,,Jerked away,2,0
UnPleasantTouch_Not_possible_to_deliver,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,,Not possible to deliver the pinch,4,0
UnPleasantTouch_Pulled_away,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,,Pulled away,1,0
UnPleasantTouch_Accepted_contactrelaxe,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,Neutral body. May have been distracted by environment.,Accepted contact-relaxed,5,1
UnPleasantTouch_Oriented_to_testers_ha,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,with minimal or moderate pressure. Not stift/rigid.,Oriented to tester's hand-mouthy,8,1
UnPleasantTouch_Tolerated_handlingnot,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,"May have turned to look at tester's hand, licked hand or made contact with little or no pressure. May have been mildly fearful or distracted by environment.",Tolerated handling-not relaxed,6,1
UnPleasantTouch_Unmanageable,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,"Difficult to position for test. Did one or more of following: jumped, pulled away, rolled upside-down, persistently pulled foot away.",Unmanageable,7,1
UnPleasantTouch_Moderately_fearful,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,"Immobile, tense and rigid (ears back, tail tucked, body rigid, pupils dilated, panting, sniffing ground). Might have exhibited some social behavior.",Moderately fearful,9,2
UnPleasantTouch_Tense,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,Whipped head toward tester's hand such that tester was uncertain if dog would bite.,Tense,11,2
UnPleasantTouch_Unmanageablefrenetic_o,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,"Disorganized, hyperactive movement or attempted to escape/hide.",Unmanageable-frenetic or escape behavior,10,2
